condominio,quartos,suites,vagas,area,bairro,preco,pm2
520,1,1.0,1.0,38,Itaim,400000,10526.32
500,1,1.0,1.0,55,Itaim,585000,10636.36
650,1,0.0,0.0,48,Itaim,520000,10833.33
560,1,1.0,1.0,39,Itaim,450000,11538.46
350,1,1.0,1.0,40,Itaim,390000,9750.0
520,1,1.0,1.0,56,Itaim,635000,11339.29
650,1,1.0,1.0,60,Itaim,580000,9666.67
660,1,1.0,1.0,48,Itaim,450000,9375.0
600,1,1.0,1.0,60,Itaim,480000,8000.0
450,1,1.0,1.0,23,Itaim,239000,10391.3
480,1,1.0,1.0,45,Itaim,515000,11444.44
650,1,1.0,1.0,30,Itaim,520000,17333.33
535,1,1.0,1.0,60,Itaim,725000,12083.33
1000,2,1.0,1.0,90,Itaim,862000,9577.78
1000,2,1.0,1.0,120,Itaim,840000,7000.0
500,2,2.0,1.0,75,Itaim,1680000,22400.0
1000,2,1.0,1.0,91,Itaim,860000,9450.55
750,2,1.0,1.0,77,Itaim,900000,11688.31
800,2,0.0,1.0,80,Itaim,820000,10250.0
700,2,1.0,1.0,75,Itaim,800000,10666.67
1500,2,1.0,1.0,150,Itaim,1300000,8666.67
684,2,1.0,1.0,70,Itaim,950000,13571.43
699,2,1.0,1.0,73,Itaim,1050000,14383.56
821,2,1.0,1.0,75,Itaim,1190000,15866.67
650,2,1.0,2.0,80,Itaim,820000,10250.0
715,2,1.0,1.0,110,Itaim,735000,6681.82
500,2,1.0,1.0,70,Itaim,715000,10214.29
950,2,1.0,1.0,98,Itaim,1980000,20204.08
700,2,1.0,1.0,80,Itaim,710000,8875.0
945,2,1.0,1.0,71,Itaim,950000,13380.28
650,2,1.0,2.0,80,Itaim,900000,11250.0
740,2,1.0,1.0,75,Itaim,776000,10346.67
1000,2,1.0,1.0,100,Itaim,940000,9400.0
500,2,1.0,1.0,48,Itaim,510000,10625.0
600,2,1.0,1.0,80,Itaim,834000,10425.0
850,2,2.0,1.0,88,Itaim,820000,9318.18
693,2,1.0,1.0,65,Itaim,580000,8923.08
850,2,1.0,1.0,79,Itaim,1099000,13911.39
630,2,1.0,1.0,84,Itaim,780000,9285.71
700,2,2.0,1.0,70,Itaim,790000,11285.71
735,2,1.0,1.0,75,Itaim,1150000,15333.33
1100,2,1.0,1.0,100,Itaim,1582000,15820.0
1275,2,1.0,1.0,60,Itaim,1200000,20000.0
800,2,2.0,1.0,65,Itaim,1250000,19230.77
650,2,1.0,1.0,70,Itaim,735000,10500.0
2200,2,2.0,1.0,209,Itaim,1500000,7177.03
545,2,1.0,1.0,80,Itaim,810000,10125.0
605,2,1.0,1.0,65,Itaim,735000,11307.69
820,2,1.0,1.0,83,Itaim,990000,11927.71
2000,2,2.0,1.0,72,Itaim,740000,10277.78
1356,2,1.0,1.0,67,Itaim,850000,12686.57
980,3,0.0,0.0,120,Itaim,960000,8000.0
850,3,1.0,1.0,190,Itaim,1450000,7631.58
1980,3,2.0,1.0,210,Itaim,1680000,8000.0
850,3,1.0,1.0,110,Itaim,990000,9000.0
837,3,1.0,1.0,105,Itaim,1600000,15238.1
1939,3,1.0,1.0,230,Itaim,3990000,17347.83
1000,3,1.0,1.0,100,Itaim,985000,9850.0
1400,3,1.0,1.0,127,Itaim,1350000,10629.92
1050,3,2.0,1.0,100,Itaim,875000,8750.0
900,3,1.0,1.0,101,Itaim,1100000,10891.09
2600,3,2.0,2.0,200,Itaim,2390000,11950.0
1025,3,1.0,1.0,98,Itaim,1099999,11224.48
1300,3,1.0,1.0,133,Itaim,1250000,9398.5
3600,3,1.0,2.0,300,Itaim,5280000,17600.0
2100,3,1.0,1.0,188,Itaim,3900000,20744.68
2887,3,2.0,1.0,170,Itaim,1950000,11470.59
860,3,1.0,1.0,100,Itaim,1050000,10500.0
959,3,1.0,1.0,92,Itaim,1195000,12989.13
1350,3,1.0,1.0,90,Itaim,1100000,12222.22
1300,3,1.0,2.0,100,Itaim,1080000,10800.0
3500,3,1.0,1.0,344,Itaim,11000000,31976.74
1380,3,1.0,1.0,148,Itaim,950000,6418.92
1200,3,1.0,1.0,90,Itaim,1100000,12222.22
1450,3,1.0,1.0,122,Itaim,1400000,11475.41
1300,3,3.0,1.0,173,Itaim,1980000,11445.09
840,3,1.0,1.0,96,Itaim,730000,7604.17
1180,3,1.0,1.0,120,Itaim,850000,7083.33
1640,3,1.0,1.0,195,Itaim,1600000,8205.13
1500,3,1.0,1.0,152,Itaim,1300000,8552.63
890,3,1.0,1.0,124,Itaim,920000,7419.35
927,3,1.0,1.0,100,Itaim,890000,8900.0
1415,3,1.0,1.0,150,Itaim,11500000,76666.67
800,3,1.0,1.0,75,Itaim,950000,12666.67
1210,3,1.0,1.0,118,Itaim,1430000,12118.64
1888,3,1.0,1.0,167,Itaim,1850000,11077.84
1900,3,1.0,1.0,200,Itaim,1400000,7000.0
1800,3,2.0,2.0,274,Itaim,2450000,8941.61
798,3,0.0,0.0,110,Itaim,950000,8636.36
2000,3,1.0,2.0,290,Itaim,3000000,10344.83
1200,3,1.0,1.0,108,Itaim,795000,7361.11
700,3,3.0,1.0,180,Itaim,2300000,12777.78
1000,3,1.0,1.0,98,Itaim,1490000,15204.08
805,3,1.0,2.0,83,Itaim,750000,9036.14
1000,3,1.0,4.0,175,Itaim,1890000,10800.0
909,3,1.0,1.0,110,Itaim,1000000,9090.91
1800,3,1.0,1.0,190,Itaim,2200000,11578.95
1400,3,1.0,1.0,133,Itaim,1350000,10150.38
400,1,1.0,1.0,40,Moema,750000,18750.0
350,1,1.0,1.0,37,Moema,590000,15945.95
420,1,1.0,1.0,35,Moema,750000,21428.57
290,1,1.0,1.0,36,Moema,840000,23333.33
750,1,1.0,1.0,35,Moema,470000,13428.57
770,1,1.0,1.0,50,Moema,1080000,21600.0
785,1,1.0,1.0,50,Moema,950000,19000.0
550,1,1.0,1.0,54,Moema,810000,15000.0
890,1,1.0,1.0,62,Moema,895000,14435.48
730,1,1.0,1.0,58,Moema,850000,14655.17
700,1,1.0,1.0,55,Moema,620000,11272.73
655,1,1.0,1.0,73,Moema,1450000,19863.01
665,1,1.0,1.0,54,Moema,700000,12962.96
500,1,1.0,1.0,37,Moema,490000,13243.24
700,1,1.0,1.0,60,Moema,830000,13833.33
800,1,1.0,1.0,40,Moema,620000,15500.0
700,1,1.0,1.0,58,Moema,850000,14655.17
600,1,1.0,1.0,40,Moema,500000,12500.0
230,1,1.0,1.0,37,Moema,510000,13783.78
815,2,1.0,1.0,80,Moema,1280000,16000.0
1184,2,2.0,2.0,142,Moema,1950000,13732.39
800,2,1.0,1.0,58,Moema,1365000,23534.48
1200,2,1.0,1.0,85,Moema,1800000,21176.47
1000,2,1.0,1.0,80,Moema,1600000,20000.0
890,2,1.0,1.0,95,Moema,1590000,16736.84
815,2,1.0,1.0,95,Moema,1800000,18947.37
1100,2,1.0,1.0,80,Moema,1700000,21250.0
975,2,1.0,1.0,80,Moema,1399000,17487.5
1100,2,1.0,1.0,76,Moema,1750000,23026.32
1000,2,2.0,1.0,84,Moema,1380000,16428.57
1025,2,1.0,1.0,76,Moema,1790000,23552.63
1133,2,1.0,1.0,87,Moema,1400000,16091.95
920,2,1.0,1.0,70,Moema,980000,14000.0
1250,2,1.0,1.0,90,Moema,1789000,19877.78
987,2,0.0,1.0,78,Moema,1250000,16025.64
987,2,1.0,1.0,80,Moema,1388000,17350.0
260,2,2.0,1.0,90,Moema,790000,8777.78
1200,2,1.0,1.0,65,Moema,1250000,19230.77
700,2,1.0,1.0,70,Moema,1330000,19000.0
650,2,1.0,1.0,59,Moema,850000,14406.78
980,2,1.0,1.0,75,Moema,1325000,17666.67
1183,2,1.0,2.0,73,Moema,1600000,21917.81
550,2,0.0,1.0,72,Moema,970000,13472.22
800,2,1.0,1.0,89,Moema,980000,11011.24
850,3,1.0,2.0,105,Moema,1890000,18000.0
1300,3,1.0,2.0,136,Moema,2100000,15441.18
1329,3,1.0,2.0,126,Moema,1900000,15079.37
1300,3,1.0,2.0,100,Moema,1650000,16500.0
2813,3,1.0,2.0,260,Moema,5100000,19615.38
1100,3,1.0,1.0,140,Moema,2000000,14285.71
1380,3,1.0,2.0,135,Moema,2350000,17407.41
2500,3,2.0,2.0,160,Moema,2450000,15312.5
1400,3,2.0,1.0,92,Moema,1650000,17934.78
1600,3,1.0,1.0,138,Moema,1880000,13623.19
1160,3,1.0,1.0,103,Moema,1500000,14563.11
1450,3,1.0,2.0,140,Moema,2200000,15714.29
680,3,1.0,2.0,110,Moema,2200000,20000.0
740,3,1.0,1.0,97,Moema,1250000,12886.6
1500,3,3.0,3.0,123,Moema,2500000,20325.2
1300,3,1.0,2.0,113,Moema,1990000,17610.62
680,3,1.0,2.0,110,Moema,2200000,20000.0
1350,3,1.0,1.0,94,Moema,1650000,17553.19
1600,3,1.0,1.0,120,Moema,1750000,14583.33
900,3,1.0,1.0,140,Moema,1970000,14071.43
1800,3,3.0,2.0,144,Moema,2650000,18402.78
1283,3,1.0,2.0,123,Moema,2100000,17073.17
1180,3,2.0,1.0,87,Moema,1480000,17011.49
800,1,1.0,1.0,65,Tatuapé,430000,6615.38
450,1,1.0,1.0,54,Tatuapé,290000,5370.37
350,1,1.0,1.0,55,Tatuapé,350000,6363.64
330,1,1.0,1.0,55,Tatuapé,355000,6454.55
440,1,0.0,1.0,50,Tatuapé,340000,6800.0
570,1,0.0,1.0,52,Tatuapé,370000,7115.38
230,1,0.0,0.0,35,Tatuapé,285000,8142.86
370,1,0.0,1.0,61,Tatuapé,380000,6229.51
500,1,1.0,1.0,38,Tatuapé,249999,6578.92
580,1,1.0,1.0,55,Tatuapé,300000,5454.55
620,1,0.0,1.0,60,Tatuapé,320000,5333.33
345,1,1.0,1.0,49,Tatuapé,294000,6000.0
470,1,1.0,1.0,53,Tatuapé,300000,5660.38
600,1,1.0,1.0,52,Tatuapé,370000,7115.38
500,1,1.0,1.0,53,Tatuapé,454500,8575.47
570,1,1.0,1.0,52,Tatuapé,370000,7115.38
350,1,0.0,0.0,48,Tatuapé,300000,6250.0
550,1,1.0,1.0,60,Tatuapé,159000,2650.0
468,1,1.0,1.0,50,Tatuapé,435000,8700.0
450,2,1.0,1.0,71,Tatuapé,370000,5211.27
400,2,1.0,1.0,61,Tatuapé,370000,6065.57
7071,2,1.0,1.0,80,Tatuapé,570000,7125.0
670,2,1.0,1.0,76,Tatuapé,720000,9473.68
706,2,1.0,1.0,70,Tatuapé,550000,7857.14
661,2,1.0,1.0,75,Tatuapé,450000,6000.0
390,2,1.0,1.0,75,Tatuapé,295000,3933.33
650,2,1.0,1.0,86,Tatuapé,650000,7558.14
817,2,1.0,1.0,77,Tatuapé,390000,5064.94
580,2,1.0,1.0,67,Tatuapé,598000,8925.37
700,2,1.0,1.0,80,Tatuapé,734999,9187.49
710,2,1.0,1.0,76,Tatuapé,600000,7894.74
200,2,1.0,1.0,100,Tatuapé,398000,3980.0
669,2,1.0,1.0,70,Tatuapé,550000,7857.14
473,2,1.0,1.0,64,Tatuapé,570000,8906.25
640,2,1.0,1.0,70,Tatuapé,435000,6214.29
600,2,1.0,1.0,75,Tatuapé,400000,5333.33
307,2,1.0,1.0,39,Tatuapé,285000,7307.69
320,2,1.0,1.0,65,Tatuapé,460000,7076.92
690,2,1.0,1.0,77,Tatuapé,499000,6480.52
600,2,1.0,1.0,80,Tatuapé,429000,5362.5
700,2,1.0,1.0,90,Tatuapé,625000,6944.44
560,2,1.0,1.0,66,Tatuapé,380000,5757.58
690,2,1.0,1.0,74,Tatuapé,499999,6756.74
250,2,1.0,0.0,66,Tatuapé,250000,3787.88
1206,2,1.0,1.0,77,Tatuapé,450000,5844.16
250,2,0.0,0.0,60,Tatuapé,305000,5083.33
500,2,2.0,1.0,70,Tatuapé,599000,8557.14
850,2,1.0,1.0,100,Tatuapé,660000,6600.0
920,2,1.0,2.0,90,Tatuapé,730000,8111.11
990,3,1.0,1.0,120,Tatuapé,630000,5250.0
780,3,1.0,2.0,120,Tatuapé,580000,4833.33
1065,3,1.0,1.0,125,Tatuapé,490000,3920.0
500,3,1.0,1.0,93,Tatuapé,450000,4838.71
930,3,1.0,2.0,150,Tatuapé,894000,5960.0
560,3,1.0,1.0,85,Tatuapé,535000,6294.12
1000,3,1.0,2.0,105,Tatuapé,765000,7285.71
950,3,1.0,1.0,108,Tatuapé,690000,6388.89
1150,3,1.0,1.0,115,Tatuapé,770000,6695.65
890,3,1.0,2.0,130,Tatuapé,560000,4307.69
792,3,1.0,1.0,94,Tatuapé,630000,6702.13
720,3,1.0,3.0,120,Tatuapé,570000,4750.0
907,3,1.0,2.0,170,Tatuapé,800000,4705.88
200,3,1.0,1.0,102,Tatuapé,450000,4411.76
400,3,1.0,1.0,95,Tatuapé,580000,6105.26
900,3,1.0,2.0,105,Tatuapé,885500,8433.33
420,3,1.0,3.0,85,Tatuapé,340000,4000.0
1113,3,1.0,2.0,120,Tatuapé,749000,6241.67
890,3,1.0,2.0,130,Tatuapé,700000,5384.62
195,3,1.0,1.0,120,Tatuapé,620000,5166.67
780,3,1.0,1.0,89,Tatuapé,530000,5955.06
750,3,1.0,1.0,130,Tatuapé,890000,6846.15
400,3,1.0,1.0,114,Tatuapé,650000,5701.75
560,3,1.0,2.0,93,Tatuapé,370000,3978.49
200,3,1.0,1.0,110,Tatuapé,580000,5272.73
630,3,1.0,2.0,102,Tatuapé,650000,6372.55
834,3,1.0,2.0,70,Tatuapé,900000,12857.14
510,3,1.0,1.0,80,Tatuapé,380000,4750.0
1294,1,1.0,1.0,43,Jardins,890000,20697.67
380,1,1.0,1.0,48,Jardins,770000,16041.67
425,1,1.0,1.0,45,Jardins,1600000,35555.56
1700,1,1.0,1.0,45,Jardins,1000000,22222.22
550,1,1.0,1.0,19,Jardins,630000,33157.89
500,1,1.0,1.0,50,Jardins,649000,12980.0
468,1,1.0,1.0,75,Jardins,1390000,18533.33
1613,1,1.0,1.0,39,Jardins,1150000,29487.18
600,1,1.0,1.0,30,Jardins,499000,16633.33
1518,1,1.0,1.0,65,Jardins,1180000,18153.85
700,1,1.0,1.0,48,Jardins,750000,15625.0
2200,1,1.0,1.0,53,Jardins,950000,17924.53
700,1,1.0,1.0,46,Jardins,620000,13478.26
1750,1,1.0,1.0,50,Jardins,900000,18000.0
650,1,1.0,1.0,50,Jardins,779000,15580.0
1045,1,1.0,2.0,108,Jardins,1700000,15740.74
550,1,1.0,1.0,38,Jardins,659000,17342.11
400,1,1.0,1.0,26,Jardins,530000,20384.62
550,1,1.0,2.0,36,Jardins,649000,18027.78
1800,1,1.0,1.0,50,Jardins,1350000,27000.0
400,1,1.0,1.0,23,Jardins,530000,23043.48
492,1,1.0,1.0,38,Jardins,750000,19736.84
490,1,1.0,1.0,28,Jardins,700000,25000.0
390,1,1.0,1.0,37,Jardins,910000,24594.59
715,1,1.0,1.0,56,Jardins,1050000,18750.0
900,1,1.0,1.0,40,Jardins,890000,22250.0
600,2,1.0,1.0,85,Jardins,1200000,14117.65
3500,2,2.0,1.0,92,Jardins,3500000,38043.48
700,2,1.0,1.0,67,Jardins,1550000,23134.33
800,2,2.0,1.0,80,Jardins,1600000,20000.0
1100,2,1.0,1.0,70,Jardins,1700000,24285.71
1000,2,1.0,1.0,81,Jardins,1300001,16049.4
1885,2,1.0,2.0,147,Jardins,3950000,26870.75
452,2,0.0,1.0,90,Jardins,1380000,15333.33
1200,2,1.0,1.0,76,Jardins,1700000,22368.42
700,2,1.0,1.0,70,Jardins,980000,14000.0
800,2,0.0,1.0,75,Jardins,1150000,15333.33
1700,2,1.0,1.0,87,Jardins,2420000,27816.09
780,2,2.0,1.0,60,Jardins,699000,11650.0
814,2,1.0,1.0,82,Jardins,1500000,18292.68
700,2,2.0,1.0,78,Jardins,1100000,14102.56
430,2,2.0,1.0,76,Jardins,840000,11052.63
1200,2,1.0,2.0,71,Jardins,1950000,27464.79
850,2,1.0,2.0,83,Jardins,1900000,22891.57
924,2,2.0,1.0,85,Jardins,1750000,20588.24
900,2,2.0,1.0,70,Jardins,1350000,19285.71
1000,2,0.0,1.0,78,Jardins,1050000,13461.54
3560,2,2.0,1.0,74,Jardins,3000000,40540.54
1100,2,1.0,1.0,82,Jardins,2100000,25609.76
600,2,0.0,1.0,65,Jardins,950000,14615.38
1500,2,0.0,1.0,61,Jardins,950000,15573.77
1200,2,2.0,1.0,88,Jardins,1520000,17272.73
700,2,1.0,1.0,65,Jardins,1190000,18307.69
3900,2,2.0,1.0,85,Jardins,4000000,47058.82
900,3,1.0,1.0,115,Jardins,1000000,8695.65
1700,3,1.0,1.0,110,Jardins,1780000,16181.82
990,3,1.0,1.0,110,Jardins,1580000,14363.64
490,3,1.0,1.0,126,Jardins,1650000,13095.24
970,3,1.0,1.0,93,Jardins,1290000,13870.97
600,3,1.0,1.0,92,Jardins,1650000,17934.78
1500,3,2.0,1.0,124,Jardins,2500000,20161.29
2309,3,1.0,2.0,190,Jardins,7000000,36842.11
1000,3,1.0,1.0,115,Jardins,1490000,12956.52
800,3,1.0,1.0,71,Jardins,1150000,16197.18
2500,3,1.0,2.0,250,Jardins,4500000,18000.0
2800,3,1.0,1.0,160,Jardins,3000000,18750.0
1720,3,1.0,1.0,100,Jardins,1900000,19000.0
950,3,1.0,2.0,110,Jardins,1999000,18172.73
3200,3,3.0,3.0,300,Jardins,13500000,45000.0
120,3,1.0,1.0,125,Jardins,1789000,14312.0
1050,3,1.0,1.0,134,Jardins,950000,7089.55
2700,3,1.0,2.0,134,Jardins,2500000,18656.72
2800,3,2.0,1.0,186,Jardins,5650000,30376.34
3200,3,1.0,2.0,107,Jardins,3950000,36915.89
1517,3,2.0,1.0,110,Jardins,1890000,17181.82
2270,3,1.0,1.0,107,Jardins,2800000,26168.22
2500,3,1.0,2.0,153,Jardins,2850000,18627.45
1300,3,1.0,1.0,95,Jardins,1690000,17789.47
1200,3,1.0,1.0,105,Jardins,900000,8571.43
5461,3,3.0,4.0,475,Jardins,8900000,18736.84
4500,3,1.0,1.0,200,Jardins,6500000,32500.0
2000,3,1.0,2.0,123,Jardins,1850000,15040.65
2000,3,1.0,1.0,127,Jardins,2900000,22834.65
1200,3,3.0,1.0,100,Jardins,1350000,13500.0
1200,3,1.0,1.0,127,Jardins,1400000,11023.62
1000,3,1.0,1.0,90,Jardins,1480000,16444.44
1300,3,1.0,1.0,120,Jardins,2500000,20833.33
2600,3,1.0,2.0,150,Jardins,3700000,24666.67
2013,3,1.0,1.0,130,Jardins,2350000,18076.92
1650,3,1.0,2.0,138,Jardins,2700000,19565.22
1500,3,2.0,1.0,126,Jardins,2780000,22063.49
1760,3,1.0,1.0,170,Jardins,2500000,14705.88
1700,3,1.0,2.0,113,Jardins,3200000,28318.58
600,1,1.0,1.0,46,Jardim Europa,950000,20652.17
650,1,1.0,1.0,42,Jardim Europa,1300000,30952.38
1100,1,1.0,1.0,60,Jardim Europa,895000,14916.67
450,1,1.0,1.0,30,Jardim Europa,690000,23000.0
750,1,1.0,1.0,60,Jardim Europa,1049000,17483.33
1570,1,1.0,1.0,35,Jardim Europa,1350000,38571.43
510,1,1.0,1.0,50,Jardim Europa,765000,15300.0
620,1,1.0,1.0,51,Jardim Europa,950000,18627.45
520,1,1.0,1.0,53,Jardim Europa,850000,16037.74
350,1,1.0,1.0,38,Jardim Europa,500000,13157.89
630,1,1.0,1.0,50,Jardim Europa,740000,14800.0
800,1,1.0,1.0,25,Jardim Europa,275000,11000.0
400,1,0.0,0.0,27,Jardim Europa,445000,16481.48
552,1,1.0,1.0,27,Jardim Europa,550000,20370.37
350,1,1.0,1.0,20,Jardim Europa,580000,29000.0
440,1,1.0,1.0,30,Jardim Europa,765000,25500.0
700,1,1.0,1.0,60,Jardim Europa,1260000,21000.0
400,1,1.0,1.0,53,Jardim Europa,980000,18490.57
570,1,1.0,1.0,55,Jardim Europa,800000,14545.45
950,1,0.0,0.0,75,Jardim Europa,1550000,20666.67
1680,1,1.0,1.0,44,Jardim Europa,1250000,28409.09
500,1,1.0,1.0,44,Jardim Europa,900000,20454.55
400,1,1.0,1.0,33,Jardim Europa,1000000,30303.03
800,2,1.0,1.0,111,Jardim Europa,2300000,20720.72
600,2,1.0,1.0,55,Jardim Europa,1200000,21818.18
1700,2,1.0,1.0,90,Jardim Europa,2300000,25555.56
750,2,1.0,1.0,77,Jardim Europa,1400000,18181.82
1036,2,2.0,1.0,65,Jardim Europa,1200000,18461.54
1200,2,1.0,1.0,110,Jardim Europa,2200000,20000.0
1100,2,1.0,1.0,90,Jardim Europa,1890000,21000.0
894,2,0.0,1.0,70,Jardim Europa,1130000,16142.86
600,2,1.0,3.0,67,Jardim Europa,798000,11910.45
1370,2,1.0,1.0,70,Jardim Europa,1670000,23857.14
819,2,1.0,3.0,75,Jardim Europa,1390000,18533.33
1800,2,1.0,1.0,91,Jardim Europa,2500000,27472.53
600,2,1.0,1.0,103,Jardim Europa,1650000,16019.42
1200,2,1.0,2.0,111,Jardim Europa,2000000,18018.02
1100,2,2.0,1.0,90,Jardim Europa,1980000,22000.0
860,2,0.0,1.0,68,Jardim Europa,1600000,23529.41
900,2,1.0,1.0,91,Jardim Europa,1500000,16483.52
750,2,0.0,1.0,77,Jardim Europa,1400000,18181.82
1320,2,1.0,1.0,80,Jardim Europa,1940000,24250.0
500,2,1.0,1.0,85,Jardim Europa,3500000,41176.47
1300,2,1.0,1.0,104,Jardim Europa,2500000,24038.46
1070,2,1.0,1.0,72,Jardim Europa,920000,12777.78
900,2,1.0,1.0,134,Jardim Europa,2200000,16417.91
650,2,1.0,1.0,70,Jardim Europa,700000,10000.0
1300,2,1.0,1.0,66,Jardim Europa,1365000,20681.82
1050,2,1.0,1.0,70,Jardim Europa,1290000,18428.57
1100,2,1.0,1.0,68,Jardim Europa,950000,13970.59
1200,2,1.0,1.0,73,Jardim Europa,1400000,19178.08
800,2,1.0,1.0,81,Jardim Europa,1650000,20370.37
660,2,1.0,1.0,85,Jardim Europa,1300000,15294.12
4400,3,3.0,4.0,330,Jardim Europa,8250000,25000.0
1659,3,3.0,1.0,110,Jardim Europa,2350000,21363.64
500,3,2.0,1.0,90,Jardim Europa,1350000,15000.0
1700,3,1.0,1.0,123,Jardim Europa,1990000,16178.86
1200,3,1.0,1.0,120,Jardim Europa,1700000,14166.67
2800,3,2.0,2.0,160,Jardim Europa,6800000,42500.0
1350,3,1.0,1.0,96,Jardim Europa,2300000,23958.33
800,3,1.0,1.0,100,Jardim Europa,1700000,17000.0
750,3,1.0,1.0,100,Jardim Europa,1200000,12000.0
2280,3,1.0,2.0,140,Jardim Europa,2500000,17857.14
2250,3,2.0,2.0,115,Jardim Europa,2600000,22608.7
1288,3,1.0,1.0,100,Jardim Europa,2100000,21000.0
2520,3,1.0,1.0,130,Jardim Europa,2250000,17307.69
1350,3,1.0,1.0,96,Jardim Europa,2420000,25208.33
3080,3,1.0,2.0,156,Jardim Europa,3400000,21794.87
1100,3,1.0,1.0,190,Jardim Europa,3300000,17368.42
1100,3,3.0,4.0,110,Jardim Europa,1199000,10900.0
3200,3,1.0,2.0,145,Jardim Europa,5990000,41310.34
4000,3,1.0,2.0,160,Jardim Europa,5900000,36875.0
1190,3,1.0,1.0,110,Jardim Europa,2500000,22727.27
1400,3,2.0,1.0,110,Jardim Europa,2100000,19090.91
1042,3,1.0,1.0,87,Jardim Europa,1200000,13793.1
1000,3,1.0,1.0,90,Jardim Europa,1700000,18888.89
1300,3,1.0,1.0,90,Jardim Europa,2350000,26111.11
1800,3,1.0,2.0,120,Jardim Europa,3000000,25000.0
1800,3,1.0,1.0,110,Jardim Europa,1980000,18000.0
2050,3,1.0,2.0,150,Jardim Europa,4750000,31666.67
900,3,1.0,2.0,135,Jardim Europa,2650000,19629.63
1550,3,1.0,1.0,110,Jardim Europa,1790000,16272.73
1124,3,1.0,1.0,145,Jardim Europa,2490000,17172.41
1200,3,1.0,1.0,88,Jardim Europa,1550000,17613.64
2600,3,1.0,1.0,115,Jardim Europa,2400000,20869.57
2300,3,1.0,2.0,100,Jardim Europa,3200000,32000.0
2000,3,1.0,1.0,150,Jardim Europa,4200000,28000.0
1270,3,1.0,2.0,107,Jardim Europa,1850000,17289.72
1500,3,1.0,1.0,130,Jardim Europa,2300000,17692.31
1110,3,2.0,1.0,85,Jardim Europa,1620000,19058.82
951,3,1.0,1.0,100,Jardim Europa,1800000,18000.0
1500,3,1.0,2.0,120,Jardim Europa,2900000,24166.67
1127,3,1.0,1.0,100,Jardim Europa,1950000,19500.0
598,1,1.0,1.0,56,Alphavile,450000,8035.71
681,1,1.0,1.0,48,Alphavile,435000,9062.5
395,1,1.0,1.0,52,Alphavile,369000,7096.15
330,1,1.0,1.0,38,Alphavile,389999,10263.13
120,1,1.0,1.0,45,Alphavile,290000,6444.44
264,1,1.0,1.0,35,Alphavile,380000,10857.14
520,1,1.0,1.0,60,Alphavile,419000,6983.33
806,1,1.0,1.0,63,Alphavile,290000,4603.17
500,1,1.0,1.0,46,Alphavile,365000,7934.78
489,1,1.0,1.0,44,Alphavile,400000,9090.91
620,1,1.0,1.0,61,Alphavile,380000,6229.51
520,1,1.0,1.0,50,Alphavile,329000,6580.0
600,1,1.0,1.0,88,Alphavile,445000,5056.82
650,1,1.0,1.0,60,Alphavile,460000,7666.67
655,1,1.0,1.0,50,Alphavile,400000,8000.0
360,1,1.0,1.0,30,Alphavile,370000,12333.33
266,1,1.0,1.0,57,Alphavile,340000,5964.91
700,1,1.0,1.0,45,Alphavile,340000,7555.56
600,1,1.0,1.0,50,Alphavile,360000,7200.0
450,1,1.0,1.0,40,Alphavile,339000,8475.0
120,1,1.0,1.0,50,Alphavile,300000,6000.0
500,1,0.0,0.0,54,Alphavile,365000,6759.26
380,1,1.0,1.0,58,Alphavile,394999,6810.33
495,1,1.0,1.0,89,Alphavile,494999,5561.79
420,1,1.0,1.0,50,Alphavile,340000,6800.0
500,1,1.0,1.0,38,Alphavile,249999,6578.92
300,1,1.0,1.0,41,Alphavile,320000,7804.88
430,1,1.0,1.0,30,Alphavile,220000,7333.33
715,1,0.0,1.0,64,Alphavile,370000,5781.25
480,1,1.0,1.0,48,Alphavile,340000,7083.33
760,2,1.0,1.0,80,Alphavile,445000,5562.5
645,2,1.0,1.0,74,Alphavile,540000,7297.3
190,2,1.0,1.0,63,Alphavile,400000,6349.21
800,2,1.0,1.0,72,Alphavile,595000,8263.89
750,2,1.0,1.0,63,Alphavile,670000,10634.92
600,2,1.0,1.0,76,Alphavile,390000,5131.58
770,2,2.0,1.0,82,Alphavile,515000,6280.49
350,2,1.0,1.0,77,Alphavile,480000,6233.77
300,2,1.0,1.0,56,Alphavile,320000,5714.29
620,2,2.0,1.0,74,Alphavile,446000,6027.03
600,2,1.0,1.0,75,Alphavile,539000,7186.67
785,2,1.0,1.0,85,Alphavile,550000,6470.59
850,2,1.0,1.0,75,Alphavile,455000,6066.67
540,2,1.0,1.0,78,Alphavile,490000,6282.05
744,2,1.0,1.0,84,Alphavile,600000,7142.86
270,2,1.0,1.0,68,Alphavile,400000,5882.35
900,2,1.0,1.0,70,Alphavile,330000,4714.29
300,2,1.0,1.0,70,Alphavile,319000,4557.14
720,2,2.0,1.0,64,Alphavile,479000,7484.38
813,2,1.0,1.0,71,Alphavile,530000,7464.79
885,2,1.0,1.0,78,Alphavile,580000,7435.9
840,2,1.0,1.0,76,Alphavile,780000,10263.16
480,2,1.0,1.0,80,Alphavile,630000,7875.0
720,2,1.0,0.0,75,Alphavile,440000,5866.67
475,2,1.0,1.0,84,Alphavile,630000,7500.0
1100,2,1.0,1.0,98,Alphavile,730000,7448.98
430,2,1.0,1.0,70,Alphavile,440000,6285.71
714,2,1.0,1.0,75,Alphavile,560000,7466.67
