cd_produto,qtde,nota,preco_liq,preco_ipi,preco_icms,p_ipi,p_icm,nm_produto,cd_cliente,nm_cliente,cidade,uf,cd_vendedor,nm_vendedor,cd_familia,nm_familia,cd_grupo,nm_grupo,cd_marca,nm_marca,data_pedido,data_nota,cd_operacao,nm_operacao,cd_sub_grupo,nm_sub_grupo,cd_linha,nm_linha,valor,lucro
4351,4,8480,2088.48,2234.67,2636.91,7,18,MEDIA LEMBRANCA SISNE Serie 38,22.0,INDUSTRIA DE MAQUINAS HYPPOLITO LTDA,FERRAZ DE VASCONC.,SP,4,DAYSE,9,NETBOOK,22,XING-LING,31,Micro Ping Pong,2009-03-16,2009-03-25,5.102,VENDAS,61,MEDIA LEMBRANCA,3,TI,8353.92,155.05599999999998
4336,1,8481,2081.28,2185.34,2578.71,5,18,ALGUMA LEMBRANCA HP Serie 36,80.0,PROJINOX INDUSTRIA E COMERCIO LTDA,GUARULHOS,SP,6,VIVALDO,7,MICRO-COMPUTADOR,7,COM LINUX,31,Micro Ping Pong,2009-03-17,2009-03-24,5.102,VENDAS,46,ALGUMA LEMBRANCA,3,TI,2081.28,983.256384
1026,2,8482,1192.48,1275.95,1505.63,7,18,BONZINHO PRADA Serie 05,75.0,EQUIPA INOX INDUSTRIA E COMERCIO LTDA,ITU,SP,6,VIVALDO,12,INTEGRADOS,12,3 EM 1,3,CCL,2009-03-17,2009-03-29,5.102,VENDAS,51,BONZINHO,4,SOM & IMAGEM,2384.96,214.6464
879,2,8482,1121.92,1178.02,1390.06,5,18,MUITA LEMBRANCA DISMAC Serie 91,75.0,EQUIPA INOX INDUSTRIA E COMERCIO LTDA,ITU,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,10,Pear,2009-03-17,2009-03-25,5.102,VENDAS,99,MUITA LEMBRANCA,3,TI,2243.84,280.709792
5,1,8483,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-18,2009-03-23,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8484,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,32.0,METALURGICA RIGOR LTDA,INDAIATUBA,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-18,2009-03-23,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3388,1,8484,1626.24,1740.08,2053.29,7,18,MEDIA LEMBRANCA CELL LIBERTY Serie 42,32.0,METALURGICA RIGOR LTDA,INDAIATUBA,SP,4,DAYSE,8,NOTEBOOK,34,SEM SISTEMA OPERACIONAL,40,Ching Pau,2009-03-18,2009-03-26,5.102,VENDAS,73,MEDIA LEMBRANCA,3,TI,1626.24,155.05599999999998
4424,2,8486,2123.52,2229.7,2631.04,5,18,CONDICIONA AR CARRIER Serie 45,94.0,OLIVEIRA & OLIVEIRA CALHAS LTDA,TAUBATE,SP,6,VIVALDO,4,APARELHOS DE AR,17,AR CONDICIONADO,3,CCL,2009-03-18,2009-03-22,5.102,VENDAS,134,CONDICIONA AR,1,ELETRODOMESTICOS,4247.04,227.21664
1186,2,8486,569.28,603.44,712.06,6,18,PRETO DO BISAVO VELHUSCO Serie 21,94.0,OLIVEIRA & OLIVEIRA CALHAS LTDA,TAUBATE,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,16,A CORDA,17,Telespinho,2009-03-18,2009-03-21,5.102,VENDAS,16,PRETO DO BISAVO,2,TELEFONIA,1138.56,34.839935999999994
5,1,8487,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-18,2009-03-23,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3706,1,8487,1778.88,1832.25,2162.05,3,18,CELULAR COM MP3 Nokia Serie 73,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,1,CELULAR,1,BASICO,50,TCLixo,2009-03-18,2009-03-19,5.102,VENDAS,1,CELULAR COM MP3,2,TELEFONIA,1778.88,58.70304
5,1,8488,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-18,2009-03-23,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
1959,2,8489,940.32,968.53,1142.86,3,18,VAGA LEMBRANCA MICROLIXO Serie 99,95.0,COMPANHIA METALURGICA ESTAMPEX,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,40,Ching Pau,2009-03-19,2009-03-28,5.102,VENDAS,9,VAGA LEMBRANCA,3,TI,1880.64,170.5616
1346,2,8490,646.08,704.23,830.99,9,18,MUITA LEMBRANCA MICROTEC Serie 37,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,20,COM WINDOWS,10,Pear,2009-03-19,2009-03-26,5.102,VENDAS,176,MUITA LEMBRANCA,3,TI,1292.16,206.87040000000002
3954,2,8490,1897.92,2030.77,2396.31,7,18,CELULAR TECLADO+TOUCH PING LING Serie 98,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,15,APPLE,80,Fone Older,2009-03-19,2009-03-21,5.102,VENDAS,54,CELULAR TECLADO+TOUCH,2,TELEFONIA,3795.84,113.8752
5,1,8491,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-20,2009-03-25,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
1386,2,8491,665.28,665.28,785.03,0,18,VAGA LEMBRANCA DISMAC Serie 41,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,10,Pear,2009-03-20,2009-03-28,5.102,VENDAS,21,VAGA LEMBRANCA,3,TI,1330.56,175.21327999999997
5,1,8492,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,93.0,MAXFREEZER IND. COM. DE REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-20,2009-03-25,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8493,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-20,2009-03-25,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8494,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-20,2009-03-25,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8496,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,87.0,D.B.I. DISTRIBUIDORA BRASILEIRA DE INOX LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-23,2009-03-28,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8497,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,98.0,BONOR IND. DE BOTOES DO NORDESTE S/A,PARANAMIRIM,RN,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-24,2009-03-29,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8498,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-25,2009-03-30,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3647,1,8498,1750.56,1838.09,2168.94,5,18,MUITA LEMBRANCA MICROTEC Serie 67,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,7,MICRO-COMPUTADOR,20,COM WINDOWS,40,Ching Pau,2009-03-25,2009-04-01,5.901,BENEFICIAMENTO,137,MUITA LEMBRANCA,3,TI,1750.56,165.90992
1274,2,8498,611.52,642.1,757.67,5,18,COM RELOGIO BRASNORTH Serie 30,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,13,RADIOS,26,RADIO ANTIGO,66,Maca China,2009-03-25,2009-04-07,5.901,BENEFICIAMENTO,104,COM RELOGIO,4,SOM & IMAGEM,1223.04,117.77875200000001
3395,4,8498,1629.6,1743.67,2057.53,7,18,CELULAR TECLADO+TOUCH Motorola Serie 42,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,2,SMARTFONE,2,ANDROID,80,Fone Older,2009-03-25,2009-03-27,5.901,BENEFICIAMENTO,80,CELULAR TECLADO+TOUCH,2,TELEFONIA,6518.4,195.552
5,1,8499,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-25,2009-03-30,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8500,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,86.0,DEFUMAX EQUIPAMENTOS SA,JABOTICABAL,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-25,2009-03-30,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
4465,1,8501,2143.2,2336.09,2756.58,9,18,ATE 50 LITROS CONSUL Serie 49,78.0,MARCENARIA E REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,19,LAVADORA,3,CCL,2009-03-25,2009-03-31,5.102,VENDAS,175,ATE 50 LITROS,1,ELETRODOMESTICOS,2143.2,107.16
1462,2,8502,701.76,736.85,869.48,5,18,ATE 30 LITROS CONSUL Serie 49,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,19,LAVADORA,1,Brastenta,2009-03-26,2009-04-01,5.102,VENDAS,97,ATE 30 LITROS,1,ELETRODOMESTICOS,1403.52,75.08832000000001
1826,2,8502,876.48,937.83,1106.64,7,18,ATE 30 LITROS PRADARIA Serie 85,90.0,CASA DA PINDURA LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,1,Brastenta,2009-03-26,2009-04-01,5.102,VENDAS,71,ATE 30 LITROS,1,ELETRODOMESTICOS,1752.96,87.64800000000001
1913,4,8503,918.24,1000.88,1181.04,9,18,+TOUCH+TV Motorola Serie 94,71.0,ARTES MATRIZ IND DE MATRIZES LTDA.,CAMPO LARGO,PR,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2009-03-26,2009-03-28,5.102,VENDAS,158,+TOUCH+TV,2,TELEFONIA,3672.96,110.1888
4273,2,8503,2051.04,2235.63,2638.05,9,18,MEDIA LEMBRANCA SISNE Serie 30,71.0,ARTES MATRIZ IND DE MATRIZES LTDA.,CAMPO LARGO,PR,6,VIVALDO,9,NETBOOK,22,XING-LING,40,Ching Pau,2009-03-26,2009-04-04,5.102,VENDAS,178,MEDIA LEMBRANCA,3,TI,4102.08,404.0256
5,1,8504,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,96.0,BOMBRIL S/A,S.B.DO CAMPO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-26,2009-03-31,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8505,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,97.0,LIMITES DO ACO LTDA,SETE LAGOAS,MG,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-26,2009-03-31,5.924,REMESSA P IND.,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8506,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,76.0,ITALFINISH INDUSTRIA E COMERCIO LTDA,DIADEMA,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-26,2009-03-31,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3217,2,8506,1544.16,1621.37,1913.21,5,18,ATE 30 LITROS CONSUL Serie 24,76.0,ITALFINISH INDUSTRIA E COMERCIO LTDA,DIADEMA,SP,6,VIVALDO,6,LINHA BRANCA,19,LAVADORA,1,Brastenta,2009-03-26,2009-04-01,5.102,VENDAS,97,ATE 30 LITROS,1,ELETRODOMESTICOS,3088.32,165.22512000000003
4210,4,8506,2020.8,2121.84,2503.77,5,18,IMAGEM ULTRA MONTVELHO Serie 24,76.0,ITALFINISH INDUSTRIA E COMERCIO LTDA,DIADEMA,SP,6,VIVALDO,11,TV,37,LED,52,Sharpe,2009-03-26,2009-04-06,5.102,VENDAS,115,IMAGEM ULTRA,4,SOM & IMAGEM,8083.2,778.41216
5,1,8508,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-27,2009-04-01,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
1820,4,8509,873.6,934.75,1103.01,7,18,MAIS OU MENOS BRASNORTH Serie 85,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,13,RADIOS,26,RADIO ANTIGO,3,CCL,2009-03-27,2009-04-09,5.102,VENDAS,65,MAIS OU MENOS,4,SOM & IMAGEM,3494.4,314.496
2173,2,8509,1043.04,1043.04,1230.79,0,18,CELULAR TECLADO DELETOU Serie 20,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,2,SMARTFONE,28,XING-LING,50,TCLixo,2009-03-27,2009-03-29,5.102,VENDAS,28,CELULAR TECLADO,2,TELEFONIA,2086.08,70.71811199999999
5,1,8510,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,50.0,ALCOA ALUMINIO S/A,COTIA,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-27,2009-04-01,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8511,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,99.0,BORCOL INDUSTRIAS DE BORRACHA LTDA,SOROCABA,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-27,2009-04-01,5.913,RETORNO DA MERC,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8512,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-30,2009-04-04,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
2548,2,8512,1223.04,1296.42,1529.78,6,18,UM POUCO DE TUDO CLARION Serie 58,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,13,RADIOS,13,RADIO RELOGIO,65,Radio Shake,2009-03-30,2009-04-12,5.102,VENDAS,13,UM POUCO DE TUDO,4,SOM & IMAGEM,2446.08,224.550144
5,1,8513,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,12.0,ABRATEC COMERCIAL LTDA.,JOINVILLE,SC,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-30,2009-04-04,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8514,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,82.0,GEOTERMICA ISOLAMENTO TERMICOS LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-30,2009-04-04,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3006,2,8514,1442.88,1543.88,1821.78,7,18,PLASTICO DA TELESP TELESP Serie 03,82.0,GEOTERMICA ISOLAMENTO TERMICOS LTDA,SAO PAULO,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,3,DO VOVO,90,Elgimdimim,2009-03-30,2009-04-02,5.102,VENDAS,81,PLASTICO DA TELESP,2,TELEFONIA,2885.76,86.5728
5,1,8515,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-03-31,2009-04-05,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
1819,2,8516,873.12,934.24,1102.4,7,18,BONZINHO PLUGS Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,25,SOM ESPECIAL,3,CCL,2009-03-31,2009-04-12,5.102,VENDAS,64,BONZINHO,4,SOM & IMAGEM,1746.24,157.1616
2882,2,8516,1383.36,1507.86,1779.28,9,18,MEDIA LEMBRANCA VIVALDA Serie 91,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,35,MARCA,40,Ching Pau,2009-03-31,2009-04-09,5.102,VENDAS,152,MEDIA LEMBRANCA,3,TI,2766.72,192.0864
3071,2,8516,1474.08,1547.78,1826.39,5,18,PLASTICO MODERNO LIXXOR Serie 10,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,3,TELEFONE FIXO ANTIGO,29,DE ENFEITE,80,Fone Older,2009-03-31,2009-04-03,5.102,VENDAS,146,PLASTICO MODERNO,2,TELEFONIA,2948.16,94.63593599999999
5,1,8517,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,50.0,ALCOA ALUMINIO S/A,COTIA,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-01,2009-04-06,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8518,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-01,2009-04-06,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8519,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,82.0,GEOTERMICA ISOLAMENTO TERMICOS LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-02,2009-04-07,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8520,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,37.0,FLEXIBOX DO BRASIL IND E COM LTDA,SAO PAULO,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-06,2009-04-11,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8521,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-06,2009-04-11,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
4097,2,8522,1966.56,2025.56,2390.16,3,18,CELULAR TECLADO Motorola Serie 12,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,30,Fostonofunca,2009-04-06,2009-04-08,5.102,VENDAS,2,CELULAR TECLADO,2,TELEFONIA,3933.12,129.79296
5,1,8523,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-06,2009-04-11,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
3666,2,8523,1759.68,1918.05,2263.3,9,18,COM RELOGIO CONSORTE FUNCA Serie 69,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,13,RADIOS,39,TOCADOR DE MP3,30,Fostonofunca,2009-04-06,2009-04-19,5.102,VENDAS,156,COM RELOGIO,4,SOM & IMAGEM,3519.36,316.7424
3856,2,8523,1850.88,2017.46,2380.6,9,18,MUITA LEMBRANCA CELL LIBERTY Serie 88,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,8,NOTEBOOK,34,SEM SISTEMA OPERACIONAL,30,Fostonofunca,2009-04-06,2009-04-14,5.102,VENDAS,151,MUITA LEMBRANCA,3,TI,3701.76,387.12960000000004
3523,2,8523,1691.04,1792.5,2115.15,6,18,UM POUCO DE TUDO CLARION Serie 55,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,13,RADIOS,13,RADIO RELOGIO,92,RadioVelho,2009-04-06,2009-04-19,5.102,VENDAS,13,UM POUCO DE TUDO,4,SOM & IMAGEM,3382.08,310.474944
3931,2,8524,1886.88,1981.22,2337.84,5,18,MOEDORA LT Serie 96,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,31,CAFETEIRA,1,Brastenta,2009-04-07,2009-04-12,5.102,VENDAS,31,MOEDORA,1,ELETRODOMESTICOS,3773.76,201.89616000000004
607,2,8524,641.36,641.36,756.8,0,18,VAGA LEMBRANCA SISNE Serie 63,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,9,NETBOOK,22,XING-LING,91,XT Ling,2009-04-07,2009-04-16,5.102,VENDAS,22,VAGA LEMBRANCA,3,TI,1282.72,469.07836799999995
5,1,8525,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,32.0,METALURGICA RIGOR LTDA,INDAIATUBA,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-08,2009-04-13,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
1790,4,8525,859.2,902.16,1064.55,5,18,VAGA LEMBRANCA VIVALDA Serie 82,32.0,METALURGICA RIGOR LTDA,INDAIATUBA,SP,4,DAYSE,9,NETBOOK,35,MARCA,40,Ching Pau,2009-04-08,2009-04-17,5.102,VENDAS,35,VAGA LEMBRANCA,3,TI,3436.8,165.90992
3502,2,8525,1680.96,1832.25,2162.05,9,18,TORRADORA LT Serie 53,32.0,METALURGICA RIGOR LTDA,INDAIATUBA,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,31,CAFETEIRA,50,TCLixo,2009-04-08,2009-04-13,5.102,VENDAS,187,TORRADORA,1,ELETRODOMESTICOS,3361.92,168.096
5,1,8526,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-09,2009-04-14,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
4179,2,8526,2005.92,2146.33,2532.67,7,18,ATE 30 LITROS BRASTEMP Serie 21,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,6,LINHA BRANCA,6,GELADEIRA,51,Consolesa,2009-04-09,2009-04-15,5.102,VENDAS,84,ATE 30 LITROS,1,ELETRODOMESTICOS,4011.84,200.592
5,1,8527,1409.6,1451.89,1626.11,3,12,MOEDORA ARNO Serie 03,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-09,2009-04-14,6.102,VD P/ OUTRO ESTADO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
5,1,8528,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2009-04-13,2009-04-18,5.901,BENEFICIAMENTO,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
4253,4,8529,2041.44,2225.17,2625.7,9,18,+TOUCH+TV Motorola Serie 28,100.0,BORLEM S/A EMPREENDIMENTOS INDUSTRIAIS,GUARULHOS,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,30,Fostonofunca,2009-04-13,2009-04-15,5.102,VENDAS,158,+TOUCH+TV,2,TELEFONIA,8165.76,244.9728
3572,2,8529,1714.56,1834.58,2164.8,7,18,ALGUMA LEMBRANCA BRAS-SUL Serie 60,100.0,BORLEM S/A EMPREENDIMENTOS INDUSTRIAIS,GUARULHOS,SP,6,VIVALDO,10,IPAD,23,MARCA,50,TCLixo,2009-04-13,2009-04-23,5.102,VENDAS,62,ALGUMA LEMBRANCA,3,TI,3429.12,898.2336
3520,2,8530,1689.6,1689.6,1993.73,0,18,SEM LEMBRANCA ITAUTEC Serie 55,85.0,SERRALHERIA TUCANO LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,10,BARATO,40,Ching Pau,2009-04-14,2009-04-24,5.102,VENDAS,10,SEM LEMBRANCA,3,TI,3379.2,426.23961599999996
